"","Dbase","Query","Bitscore","Distance"
"7417","GID4_seq30","GID4_seq282",66.9,0.636413043478261
"7418","GID4_seq30","GID4_seq30",176,0
"7419","GID4_seq300","GID1_seq67",21.8,0.898604651162791
"7420","GID4_seq300","GID2_seq139",22.7,0.966861313868613
"7421","GID4_seq300","GID3_seq261",110,0.36046511627907
"7422","GID4_seq300","GID4_seq300",177,0
"7423","GID4_seq301","GID1_seq259",24.7,0.955774395702775
"7424","GID4_seq301","GID1_seq302",498,0.0953678474114441
"7425","GID4_seq301","GID1_seq78",28,0.957575757575758
"7426","GID4_seq301","GID2_seq100",26.6,0.960795873249816
"7427","GID4_seq301","GID2_seq84",24.9,0.971736662883087
"7428","GID4_seq301","GID3_seq22",27.2,0.958943396226415
"7429","GID4_seq301","GID3_seq262",434,0.210909090909091
"7430","GID4_seq301","GID3_seq68",27.2,0.960778658976208
"7431","GID4_seq301","GID4_seq301",551,0
"7432","GID4_seq301","GID4_seq361",26.6,0.963386097728837
"7433","GID4_seq301","GID4_seq384",24.7,0.949333333333333
"7434","GID4_seq302","GID1_seq303",344,0.295081967213115
"7435","GID4_seq302","GID1_seq540",24.7,0.966210670314637
"7436","GID4_seq302","GID3_seq263",239,0.494714587737844
"7437","GID4_seq302","GID4_seq256",26.6,0.952115211521152
"7438","GID4_seq302","GID4_seq302",480,0
"7439","GID4_seq302","GID4_seq527",26.3,0.954260869565217
"7440","GID4_seq303","GID1_seq155",41.8,0.93015873015873
"7441","GID4_seq303","GID1_seq206",28.6,0.956168582375479
"7442","GID4_seq303","GID1_seq304",400,0.387442572741195
"7443","GID4_seq303","GID2_seq181",241,0.626356589147287
"7444","GID4_seq303","GID2_seq292",23.8,0.948927038626609
"7445","GID4_seq303","GID2_seq99",44.4,0.927628361858191
"7446","GID4_seq303","GID3_seq230",25.8,0.955013077593723
"7447","GID4_seq303","GID3_seq264",232,0.633780584056827
"7448","GID4_seq303","GID3_seq53",25.8,0.970069605568445
"7449","GID4_seq303","GID4_seq303",637,0
"7450","GID4_seq303","GID4_seq436",25.8,0.972198275862069
"7451","GID4_seq304","GID1_seq305",491,0.319473319473319
"7452","GID4_seq304","GID3_seq242",51.4,0.905166051660517
"7453","GID4_seq304","GID3_seq284",32.8,0.975658627087199
"7454","GID4_seq304","GID4_seq304",724,0
"7455","GID4_seq304","GID4_seq446",28.6,0.965952380952381
"7456","GID4_seq305","GID1_seq306",637,0.320533333333333
"7457","GID4_seq305","GID1_seq519",29.7,0.971165048543689
"7458","GID4_seq305","GID2_seq182",464,0.507953340402969
"7459","GID4_seq305","GID3_seq265",480,0.496327387198321
"7460","GID4_seq305","GID4_seq305",922,0
"7461","GID4_seq306","GID1_seq157",25.8,0.959273875295975
"7462","GID4_seq306","GID1_seq184",25.8,0.964166666666667
"7463","GID4_seq306","GID1_seq307",520,0.280774550484094
"7464","GID4_seq306","GID1_seq434",34.8,0.962919552477357
"7465","GID4_seq306","GID2_seq285",27.5,0.962225274725275
"7466","GID4_seq306","GID3_seq370",28.6,0.942280524722503
"7467","GID4_seq306","GID4_seq306",724,0
"7468","GID4_seq306","GID4_seq391",25.5,0.978589420654912
"7469","GID4_seq307","GID1_seq269",24.4,0.948250265111347
"7470","GID4_seq307","GID1_seq279",27.2,0.974591312470808
"7471","GID4_seq307","GID1_seq308",62.1,0.737420718816068
"7472","GID4_seq307","GID2_seq127",26.1,0.92993288590604
"7473","GID4_seq307","GID2_seq214",31.7,0.968347478781827
"7474","GID4_seq307","GID2_seq306",23.3,0.966666666666667
"7475","GID4_seq307","GID3_seq200",24.9,0.939855072463768
"7476","GID4_seq307","GID3_seq284",26.3,0.976423128641865
"7477","GID4_seq307","GID4_seq218",24.9,0.981143506247633
"7478","GID4_seq307","GID4_seq307",260,0
"7479","GID4_seq308","GID1_seq143",24.7,0.954428044280443
"7480","GID4_seq308","GID1_seq309",236,0.445358401880141
"7481","GID4_seq308","GID1_seq433",24.4,0.976031434184676
"7482","GID4_seq308","GID2_seq147",23.8,0.94962962962963
"7483","GID4_seq308","GID2_seq194",23.8,0.974586225306994
"7484","GID4_seq308","GID2_seq207",26.9,0.924118476727786
"7485","GID4_seq308","GID2_seq88",25.2,0.953246753246753
"7486","GID4_seq308","GID4_seq308",443,0
"7487","GID4_seq309","GID1_seq310",159,0.404494382022472
"7488","GID4_seq309","GID1_seq313",25.2,0.953846153846154
"7489","GID4_seq309","GID1_seq315",27.5,0.927916120576671
"7490","GID4_seq309","GID1_seq432",24.7,0.955813953488372
"7491","GID4_seq309","GID2_seq43",22.4,0.929890453834116
"7492","GID4_seq309","GID3_seq266",90.5,0.661048689138577
"7493","GID4_seq309","GID3_seq268",23.8,0.938341968911917
"7494","GID4_seq309","GID3_seq269",26.3,0.934167709637046
"7495","GID4_seq309","GID3_seq293",23,0.977034448327509
"7496","GID4_seq309","GID4_seq309",266,0
"7497","GID4_seq309","GID4_seq312",25.5,0.953971119133574
"7498","GID4_seq309","GID4_seq314",24.4,0.938770388958595
"7499","GID4_seq309","GID4_seq434",24.4,0.957004405286344
"7500","GID4_seq31","GID1_seq121",27.8,0.984168564920273
"7501","GID4_seq31","GID1_seq31",2754,0.0555555555555556
"7502","GID4_seq31","GID1_seq442",29.7,0.982945736434109
"7503","GID4_seq31","GID2_seq23",2222,0.232071885260066
"7504","GID4_seq31","GID3_seq30",2492,0.139354170264203
"7505","GID4_seq31","GID4_seq31",2903,0
"7506","GID4_seq310","GID1_seq27",26.6,0.941794310722101
"7507","GID4_seq310","GID1_seq311",201,0.266423357664234
"7508","GID4_seq310","GID1_seq313",31.4,0.942960944595822
"7509","GID4_seq310","GID1_seq314",26.1,0.932731958762887
"7510","GID4_seq310","GID1_seq315",34.2,0.91139896373057
"7511","GID4_seq310","GID3_seq267",141,0.49005424954792
"7512","GID4_seq310","GID3_seq269",36.5,0.909653465346535
"7513","GID4_seq310","GID4_seq310",275,0
"7514","GID4_seq310","GID4_seq312",34.5,0.93822739480752
"7515","GID4_seq310","GID4_seq313",25.2,0.935959339263024
"7516","GID4_seq310","GID4_seq314",33.9,0.915880893300248
"7517","GID4_seq311","GID1_seq1",24.9,0.970584760779681
"7518","GID4_seq311","GID1_seq312",246,0.412186379928315
"7519","GID4_seq311","GID1_seq76",27.2,0.959673832468495
"7520","GID4_seq311","GID2_seq216",23.8,0.969369369369369
"7521","GID4_seq311","GID3_seq293",31.1,0.971389144434223
"7522","GID4_seq311","GID3_seq34",26.9,0.940618101545254
"7523","GID4_seq311","GID4_seq311",437,0
"7524","GID4_seq312","GID1_seq313",455,0.454436450839328
"7525","GID4_seq312","GID1_seq314",51.9,0.92271034996277
"7526","GID4_seq312","GID1_seq315",59.3,0.91142643764003
"7527","GID4_seq312","GID2_seq76",26.3,0.982419786096257
"7528","GID4_seq312","GID3_seq266",26.1,0.952972972972973
"7529","GID4_seq312","GID3_seq267",35.6,0.936428571428571
"7530","GID4_seq312","GID3_seq268",26.3,0.960979228486647
"7531","GID4_seq312","GID3_seq269",64.9,0.9056
"7532","GID4_seq312","GID4_seq312",842,0
"7533","GID4_seq312","GID4_seq313",46.3,0.931610044313146
"7534","GID4_seq312","GID4_seq314",58.1,0.91536780772032
"7535","GID4_seq313","GID1_seq313",54.2,0.91898355754858
"7536","GID4_seq313","GID1_seq314",306,0.395853899308983
"7537","GID4_seq313","GID1_seq315",67.1,0.866997026759168
"7538","GID4_seq313","GID2_seq182",24.1,0.967344173441734
"7539","GID4_seq313","GID3_seq268",145,0.715127701375246
"7540","GID4_seq313","GID3_seq269",63.5,0.878468899521531
"7541","GID4_seq313","GID4_seq199",25.2,0.957575757575758
"7542","GID4_seq313","GID4_seq313",512,0
"7543","GID4_seq313","GID4_seq314",70.5,0.864813039309684
"7544","GID4_seq314","GID1_seq311",34.2,0.914925373134328
"7545","GID4_seq314","GID1_seq313",55,0.918938835666912
"7546","GID4_seq314","GID1_seq314",64.9,0.87422480620155
"7547","GID4_seq314","GID1_seq315",471,0.0836575875486382
"7548","GID4_seq314","GID2_seq107",24.1,0.950411522633745
"7549","GID4_seq314","GID3_seq267",33.4,0.917428924598269
"7550","GID4_seq314","GID3_seq268",56.2,0.891610414657666
"7551","GID4_seq314","GID3_seq269",390,0.266917293233083
"7552","GID4_seq314","GID3_seq77",26.6,0.957878068091845
"7553","GID4_seq314","GID4_seq314",531,0
"7554","GID4_seq315","GID1_seq316",357,0.208425720620843
"7555","GID4_seq315","GID3_seq270",138,0.692307692307692
"7556","GID4_seq315","GID4_seq315",465,0
"7557","GID4_seq315","GID4_seq509",24.9,0.934214002642008
"7558","GID4_seq316","GID1_seq199",25.8,0.968285187461586
"7559","GID4_seq316","GID1_seq25",25.8,0.969083283403235
"7560","GID4_seq316","GID1_seq317",512,0.305762711864407
"7561","GID4_seq316","GID2_seq1",25.5,0.974802371541502
"7562","GID4_seq316","GID3_seq162",26.3,0.958054226475279
"7563","GID4_seq316","GID3_seq271",333,0.552719946272666
"7564","GID4_seq316","GID4_seq316",749,0
"7565","GID4_seq316","GID4_seq392",28,0.950354609929078
"7566","GID4_seq317","GID2_seq100",24.4,0.951778656126482
"7567","GID4_seq317","GID2_seq161",21.8,0.978426521523998
"7568","GID4_seq317","GID3_seq456",26.3,0.966195372750643
"7569","GID4_seq317","GID4_seq317",206,0
"7570","GID4_seq318","GID1_seq318",636,0.412742382271468
"7571","GID4_seq318","GID1_seq343",26.1,0.979153354632588
"7572","GID4_seq318","GID2_seq102",27.5,0.970092441544318
"7573","GID4_seq318","GID2_seq122",26.6,0.968181818181818
"7574","GID4_seq318","GID2_seq163",24.9,0.967472240365774
"7575","GID4_seq318","GID2_seq31",25.8,0.967403663929248
"7576","GID4_seq318","GID2_seq87",27.5,0.9812734082397
"7577","GID4_seq318","GID3_seq11",26.9,0.970177383592018
"7578","GID4_seq318","GID4_seq318",1061,0
"7579","GID4_seq319","GID1_seq319",1026,0.452069425901202
"7580","GID4_seq319","GID1_seq508",25.2,0.974429223744292
"7581","GID4_seq319","GID2_seq183",329,0.740126382306477
"7582","GID4_seq319","GID2_seq318",27.2,0.979510357815443
"7583","GID4_seq319","GID3_seq173",28.6,0.980610169491525
"7584","GID4_seq319","GID3_seq272",523,0.606914693724164
"7585","GID4_seq319","GID4_seq319",1813,0
"7586","GID4_seq319","GID4_seq510",25.8,0.973793803961402
"7587","GID4_seq32","GID1_seq32",2508,0.0899854862119013
"7588","GID4_seq32","GID1_seq514",29.4,0.980933852140078
"7589","GID4_seq32","GID2_seq118",26.9,0.988362535150335
"7590","GID4_seq32","GID2_seq23",28.6,0.989861751152074
"7591","GID4_seq32","GID2_seq24",1958,0.285531837255975
"7592","GID4_seq32","GID3_seq299",28.3,0.98424276169265
"7593","GID4_seq32","GID3_seq30",28.6,0.989868933758413
"7594","GID4_seq32","GID3_seq31",2310,0.166666666666667
"7595","GID4_seq32","GID4_seq32",2758,0
"7596","GID4_seq32","GID4_seq383",28,0.982742681047766
"7597","GID4_seq32","GID4_seq45",28,0.981438515081206
"7598","GID4_seq320","GID1_seq141",28,0.963636363636364
"7599","GID4_seq320","GID1_seq320",450,0.279423538831065
"7600","GID4_seq320","GID1_seq367",116,0.817322834645669
"7601","GID4_seq320","GID2_seq103",24.7,0.977266451909802
"7602","GID4_seq320","GID2_seq147",24.4,0.956350626118068
"7603","GID4_seq320","GID2_seq184",268,0.554447215295096
"7604","GID4_seq320","GID2_seq213",96.4,0.838795986622074
"7605","GID4_seq320","GID2_seq260",23.3,0.947640449438202
"7606","GID4_seq320","GID2_seq263",24.1,0.941219512195122
"7607","GID4_seq320","GID2_seq321",29.2,0.929807692307692
"7608","GID4_seq320","GID3_seq273",331,0.469551282051282
"7609","GID4_seq320","GID3_seq312",120,0.810576164167324
"7610","GID4_seq320","GID3_seq458",24.9,0.973622881355932
"7611","GID4_seq320","GID4_seq320",616,0
"7612","GID4_seq321","GID1_seq321",402,0.363924050632911
"7613","GID4_seq321","GID3_seq274",251,0.60596546310832
"7614","GID4_seq321","GID3_seq9",25.8,0.94602510460251
"7615","GID4_seq321","GID4_seq321",643,0
"7616","GID4_seq322","GID1_seq322",349,0.292089249492901
"7617","GID4_seq322","GID3_seq208",37.9,0.926120857699805
"7618","GID4_seq322","GID3_seq275",276,0.439024390243902
"7619","GID4_seq322","GID3_seq306",25.8,0.962445414847162
"7620","GID4_seq322","GID3_seq32",23.3,0.934087694483734
"7621","GID4_seq322","GID4_seq322",494,0
"7622","GID4_seq323","GID1_seq323",87.7,0.355147058823529
"7623","GID4_seq323","GID1_seq96",23.5,0.963050314465409
"7624","GID4_seq323","GID2_seq222",21.6,0.962726488352028
"7625","GID4_seq323","GID3_seq276",69.7,0.510877192982456
"7626","GID4_seq323","GID3_seq409",26.6,0.957575757575758
"7627","GID4_seq323","GID4_seq132",21.6,0.945038167938931
"7628","GID4_seq323","GID4_seq323",154,0
"7629","GID4_seq323","GID4_seq491",22.1,0.955443548387097
"7630","GID4_seq323","GID4_seq492",27.2,0.95658419792498
"7631","GID4_seq324","GID1_seq324",301,0.275571600481348
"7632","GID4_seq324","GID2_seq166",29.2,0.93503893214683
"7633","GID4_seq324","GID2_seq185",230,0.455621301775148
"7634","GID4_seq324","GID3_seq169",24.1,0.963732129420617
"7635","GID4_seq324","GID3_seq277",222,0.482517482517482
"7636","GID4_seq324","GID3_seq9",32.3,0.912584573748308
"7637","GID4_seq324","GID4_seq324",426,0
"7638","GID4_seq325","GID1_seq325",398,0.401953418482344
"7639","GID4_seq325","GID1_seq438",76.4,0.891554293825408
"7640","GID4_seq325","GID1_seq5",25.2,0.950442477876106
"7641","GID4_seq325","GID2_seq101",24.9,0.975087543771886
"7642","GID4_seq325","GID2_seq186",240,0.635811836115326
"7643","GID4_seq325","GID2_seq244",51.7,0.925557955363571
"7644","GID4_seq325","GID3_seq278",238,0.64424514200299
"7645","GID4_seq325","GID3_seq360",61.2,0.912633832976445
"7646","GID4_seq325","GID4_seq325",663,0
"7647","GID4_seq325","GID4_seq437",26.6,0.953086419753086
"7648","GID4_seq325","GID4_seq440",67.4,0.903851640513552
"7649","GID4_seq326","GID1_seq326",338,0.371162790697674
"7650","GID4_seq326","GID2_seq187",232,0.566760037348273
"7651","GID4_seq326","GID3_seq279",277,0.488929889298893
"7652","GID4_seq326","GID3_seq51",25.2,0.973033707865169
"7653","GID4_seq326","GID4_seq326",538,0
"7654","GID4_seq327","GID1_seq327",789,0.144715447154472
"7655","GID4_seq327","GID1_seq518",30,0.973082099596231
"7656","GID4_seq327","GID2_seq100",25.8,0.970242214532872
"7657","GID4_seq327","GID2_seq188",673,0.287076271186441
"7658","GID4_seq327","GID2_seq226",25.5,0.980877390326209
"7659","GID4_seq327","GID3_seq10",26.9,0.979033515198753
"7660","GID4_seq327","GID3_seq280",727,0.232717678100264
"7661","GID4_seq327","GID3_seq87",26.1,0.971350164654226
"7662","GID4_seq327","GID4_seq327",928,0
"7663","GID4_seq328","GID1_seq328",170,0.260869565217391
"7664","GID4_seq328","GID3_seq281",135,0.397321428571429
"7665","GID4_seq328","GID3_seq284",25.8,0.976534788540246
"7666","GID4_seq328","GID3_seq323",23.3,0.941530740276035
"7667","GID4_seq328","GID3_seq379",25.2,0.913993174061433
"7668","GID4_seq328","GID4_seq328",228,0
"7669","GID4_seq329","GID1_seq329",500,0.354005167958656
"7670","GID4_seq329","GID4_seq329",786,0
"7671","GID4_seq33","GID1_seq323",23.8,0.867039106145251
"7672","GID4_seq33","GID1_seq33",212,0.111111111111111
"7673","GID4_seq33","GID1_seq336",24.7,0.977647058823529
"7674","GID4_seq33","GID2_seq25",154,0.350210970464135
"7675","GID4_seq33","GID3_seq276",23.3,0.874393530997305
"7676","GID4_seq33","GID3_seq32",158,0.30242825607064
"7677","GID4_seq33","GID4_seq323",23,0.883248730964467
"7678","GID4_seq33","GID4_seq33",240,0
"7679","GID4_seq330","GID1_seq125",26.1,0.971144278606965
"7680","GID4_seq330","GID1_seq292",51.9,0.951788202508128
"7681","GID4_seq330","GID1_seq330",774,0.197095435684647
"7682","GID4_seq330","GID1_seq398",72.2,0.927400703871292
"7683","GID4_seq330","GID2_seq172",57,0.945428434657731
"7684","GID4_seq330","GID2_seq181",25.5,0.968460111317254
"7685","GID4_seq330","GID2_seq189",643,0.331600831600832
"7686","GID4_seq330","GID2_seq222",76.7,0.922092432706958
"7687","GID4_seq330","GID2_seq68",24.9,0.96998191681736
"7688","GID4_seq330","GID3_seq252",54.8,0.948374941121055
"7689","GID4_seq330","GID3_seq282",635,0.340602284527518
"7690","GID4_seq330","GID3_seq330",59.5,0.940350877192982
"7691","GID4_seq330","GID3_seq447",32.3,0.960392397302269
"7692","GID4_seq330","GID4_seq330",964,0
"7693","GID4_seq330","GID4_seq399",64.6,0.935367683841921
"7694","GID4_seq331","GID1_seq331",691,0.175909361955874
"7695","GID4_seq331","GID2_seq84",29.4,0.971428571428571
"7696","GID4_seq331","GID3_seq123",28.6,0.967683615819209
"7697","GID4_seq331","GID3_seq154",26.3,0.954616048317515
"7698","GID4_seq331","GID3_seq219",26.1,0.968648648648649
"7699","GID4_seq331","GID3_seq332",25.5,0.965840589417281
"7700","GID4_seq331","GID3_seq38",26.1,0.964049586776859
"7701","GID4_seq331","GID4_seq331",847,0
"7702","GID4_seq332","GID1_seq332",469,0.286149162861492
"7703","GID4_seq332","GID1_seq452",26.6,0.941666666666667
"7704","GID4_seq332","GID1_seq92",29.4,0.949914821124361
"7705","GID4_seq332","GID2_seq130",25.8,0.983020730503455
"7706","GID4_seq332","GID2_seq255",24.4,0.946432491767289
"7707","GID4_seq332","GID3_seq373",29.7,0.934509371554576
"7708","GID4_seq332","GID3_seq81",25.5,0.956595744680851
"7709","GID4_seq332","GID4_seq332",645,0
"7710","GID4_seq332","GID4_seq455",26.6,0.941666666666667
"7711","GID4_seq333","GID1_seq155",26.6,0.973049645390071
"7712","GID4_seq333","GID1_seq158",26.3,0.976570155902004
"7713","GID4_seq333","GID1_seq195",26.3,0.975838309600367
"7714","GID4_seq333","GID1_seq333",933,0.341334274620544
"7715","GID4_seq333","GID1_seq97",29.2,0.974597651152675
"7716","GID4_seq333","GID2_seq18",36.8,0.958836689038031
"7717","GID4_seq333","GID2_seq248",29.2,0.975626043405676
"7718","GID4_seq333","GID3_seq134",29.4,0.970273003033367
"7719","GID4_seq333","GID3_seq21",41.5,0.953553441522104
"7720","GID4_seq333","GID3_seq86",33.9,0.969637259292432
"7721","GID4_seq333","GID4_seq333",1414,0
"7722","GID4_seq334","GID1_seq272",64.6,0.919701678060907
"7723","GID4_seq334","GID1_seq294",74.7,0.907204968944099
"7724","GID4_seq334","GID1_seq334",667,0.411816578483245
"7725","GID4_seq334","GID1_seq393",32.3,0.958536585365854
"7726","GID4_seq334","GID1_seq436",56.7,0.949667110519308
"7727","GID4_seq334","GID1_seq437",44.9,0.960035603026257
"7728","GID4_seq334","GID1_seq547",26.9,0.973921473582162
"7729","GID4_seq334","GID2_seq242",51.7,0.954906236371566
"7730","GID4_seq334","GID2_seq243",57,0.949061662198391
"7731","GID4_seq334","GID3_seq254",84.9,0.897956730769231
"7732","GID4_seq334","GID3_seq358",45.8,0.959522757401679
"7733","GID4_seq334","GID3_seq359",59.8,0.947909407665505
"7734","GID4_seq334","GID3_seq464",28,0.972736124634859
"7735","GID4_seq334","GID4_seq121",27.5,0.969325153374233
"7736","GID4_seq334","GID4_seq269",63.5,0.92111801242236
"7737","GID4_seq334","GID4_seq292",83.5,0.898046398046398
"7738","GID4_seq334","GID4_seq334",1150,0
"7739","GID4_seq334","GID4_seq394",29.2,0.962053281351527
"7740","GID4_seq334","GID4_seq435",27.5,0.979882955376737
"7741","GID4_seq334","GID4_seq438",50.8,0.955941023417173
"7742","GID4_seq334","GID4_seq439",51.4,0.955323772272925
"7743","GID4_seq335","GID1_seq335",451,0.294761532447224
"7744","GID4_seq335","GID1_seq505",24.9,0.969818181818182
"7745","GID4_seq335","GID2_seq190",300,0.532710280373832
"7746","GID4_seq335","GID2_seq277",24.9,0.976330798479087
"7747","GID4_seq335","GID2_seq287",30.8,0.945195729537367
"7748","GID4_seq335","GID2_seq97",27.8,0.956323644933229
"7749","GID4_seq335","GID3_seq283",320,0.500390320062451
"7750","GID4_seq335","GID4_seq335",640,0
"7751","GID4_seq336","GID1_seq133",86.8,0.955280783101494
"7752","GID4_seq336","GID1_seq174",26.6,0.979395817195972
"7753","GID4_seq336","GID1_seq225",28.9,0.981239857189224
"7754","GID4_seq336","GID1_seq336",1387,0.293788187372709
"7755","GID4_seq336","GID1_seq405",82,0.955973154362416
"7756","GID4_seq336","GID1_seq443",29.2,0.979729260673377
"7757","GID4_seq336","GID1_seq96",41.3,0.973146944083225
"7758","GID4_seq336","GID2_seq191",957,0.495785036880927
"7759","GID4_seq336","GID2_seq226",95.6,0.948282391127942
"7760","GID4_seq336","GID2_seq309",27.2,0.980979020979021
"7761","GID4_seq336","GID2_seq59",41.8,0.972724306688418
"7762","GID4_seq336","GID2_seq79",73.9,0.961550468262227
"7763","GID4_seq336","GID2_seq99",28.3,0.977786499215071
"7764","GID4_seq336","GID3_seq117",76.1,0.960863975314991
"7765","GID4_seq336","GID3_seq157",27.2,0.98538027411986
"7766","GID4_seq336","GID3_seq284",1035,0.473148383812675
"7767","GID4_seq336","GID3_seq336",91.9,0.950737067810239
"7768","GID4_seq336","GID3_seq85",41.8,0.972892347600519
"7769","GID4_seq336","GID4_seq222",33.1,0.978548282566429
"7770","GID4_seq336","GID4_seq336",1958,0
"7771","GID4_seq336","GID4_seq406",91.3,0.95044776119403
"7772","GID4_seq336","GID4_seq96",42.7,0.97235351246358
"7773","GID4_seq337","GID1_seq292",27.2,0.975034419458467
"7774","GID4_seq337","GID1_seq313",30.6,0.966299559471366
"7775","GID4_seq337","GID1_seq337",653,0.354104846686449
"7776","GID4_seq337","GID3_seq285",530,0.475766567754698
"7777","GID4_seq337","GID4_seq24",28,0.974955277280859
"7778","GID4_seq337","GID4_seq272",26.6,0.965228758169935
"7779","GID4_seq337","GID4_seq337",990,0
"7780","GID4_seq337","GID4_seq35",25.5,0.964484679665738
"7781","GID4_seq338","GID1_seq338",569,0.18364418938307
"7782","GID4_seq338","GID1_seq339",84.3,0.871689497716895
"7783","GID4_seq338","GID2_seq192",392,0.430232558139535
"7784","GID4_seq338","GID2_seq48",24.7,0.964485981308411
"7785","GID4_seq338","GID3_seq11",25.2,0.964804469273743
"7786","GID4_seq338","GID3_seq166",24.9,0.970357142857143
"7787","GID4_seq338","GID3_seq235",26.9,0.974393146120895
"7788","GID4_seq338","GID3_seq286",458,0.342426417803302
"7789","GID4_seq338","GID3_seq333",27.8,0.964854614412136
"7790","GID4_seq338","GID3_seq54",25.2,0.96093023255814
"7791","GID4_seq338","GID4_seq338",689,0
"7792","GID4_seq338","GID4_seq339",76.1,0.88381679389313
"7793","GID4_seq339","GID1_seq142",27.2,0.978412698412698
"7794","GID4_seq339","GID1_seq338",73.6,0.888989441930618
"7795","GID4_seq339","GID1_seq339",541,0.131621187800963
"7796","GID4_seq339","GID2_seq192",77.8,0.881039755351682
"7797","GID4_seq339","GID3_seq256",30.3,0.962148657089319
"7798","GID4_seq339","GID3_seq286",84.3,0.872754716981132
"7799","GID4_seq339","GID4_seq339",621,0
"7800","GID4_seq34","GID1_seq34",249,0.200642054574639
"7801","GID4_seq34","GID2_seq26",129,0.603076923076923
"7802","GID4_seq34","GID3_seq33",156,0.528700906344411
"7803","GID4_seq34","GID4_seq34",327,0
"7804","GID4_seq34","GID4_seq461",23.5,0.931982633863965
"7805","GID4_seq340","GID1_seq340",261,0.163461538461538
"7806","GID4_seq340","GID3_seq260",24.1,0.936327608982827
"7807","GID4_seq340","GID4_seq340",316,0
"7808","GID4_seq341","GID1_seq341",182,0.280632411067194
"7809","GID4_seq341","GID3_seq283",25.5,0.942953020134228
"7810","GID4_seq341","GID3_seq287",124,0.512770137524558
"7811","GID4_seq341","GID3_seq307",25.2,0.915151515151515
"7812","GID4_seq341","GID3_seq53",24.7,0.963134328358209
"7813","GID4_seq341","GID4_seq341",253,0
"7814","GID4_seq341","GID4_seq450",23.3,0.921283783783784
"7815","GID4_seq342","GID1_seq342",1040,0.131886477462437
"7816","GID4_seq342","GID1_seq414",29.2,0.983218390804598
"7817","GID4_seq342","GID2_seq193",636,0.435920177383592
"7818","GID4_seq342","GID3_seq288",863,0.295797633618931
"7819","GID4_seq342","GID4_seq342",1206,0
"7820","GID4_seq343","GID1_seq286",45.5,0.964102564102564
"7821","GID4_seq343","GID1_seq319",27.8,0.983530805687204
"7822","GID4_seq343","GID1_seq343",1281,0.11257360581919
"7823","GID4_seq343","GID2_seq165",52.2,0.959377431906615
"7824","GID4_seq343","GID2_seq194",949,0.339596381350035
"7825","GID4_seq343","GID2_seq34",29.2,0.978992805755396
"7826","GID4_seq343","GID3_seq184",25.8,0.971444382955174
"7827","GID4_seq343","GID3_seq246",49.4,0.961823802163833
"7828","GID4_seq343","GID3_seq289",1083,0.243186582809224
"7829","GID4_seq343","GID3_seq84",26.9,0.970744970092442
"7830","GID4_seq343","GID4_seq319",26.6,0.983665950260976
"7831","GID4_seq343","GID4_seq343",1444,0
"7832","GID4_seq343","GID4_seq418",28.9,0.973351775011526
"7833","GID4_seq344","GID1_seq344",135,0.25
"7834","GID4_seq344","GID2_seq195",80.1,0.528823529411765
"7835","GID4_seq344","GID3_seq290",119,0.338888888888889
"7836","GID4_seq344","GID4_seq344",181,0
"7837","GID4_seq345","GID1_seq345",442,0.305031446540881
"7838","GID4_seq345","GID2_seq196",132,0.742940603700097
"7839","GID4_seq345","GID3_seq291",295,0.530254777070064
"7840","GID4_seq345","GID3_seq312",27.5,0.957264957264957
"7841","GID4_seq345","GID3_seq321",25.2,0.977816901408451
"7842","GID4_seq345","GID4_seq345",636,0
"7843","GID4_seq345","GID4_seq484",25.2,0.965737593473827
"7844","GID4_seq345","GID4_seq540",26.9,0.973073073073073
"7845","GID4_seq346","GID1_seq184",23.3,0.952008238928939
"7846","GID4_seq346","GID1_seq282",25.8,0.943358946212953
"7847","GID4_seq346","GID1_seq346",170,0.324055666003976
"7848","GID4_seq346","GID2_seq122",22.1,0.948960739030023
"7849","GID4_seq346","GID2_seq197",94.4,0.634816247582205
"7850","GID4_seq346","GID3_seq187",26.1,0.978754578754579
"7851","GID4_seq346","GID3_seq292",89.6,0.635772357723577
"7852","GID4_seq346","GID3_seq458",24.7,0.967648984937787
"7853","GID4_seq346","GID3_seq70",23.8,0.971081409477521
"7854","GID4_seq346","GID4_seq203",23.5,0.948464912280702
"7855","GID4_seq346","GID4_seq346",255,0
"7856","GID4_seq346","GID4_seq412",23,0.954365079365079
"7857","GID4_seq347","GID1_seq238",64.3,0.955777166437414
"7858","GID4_seq347","GID1_seq26",27.5,0.975706713780919
"7859","GID4_seq347","GID1_seq347",1272,0.254177660510114
"7860","GID4_seq347","GID1_seq394",69.1,0.953358083023962
"7861","GID4_seq347","GID1_seq474",62.1,0.949491663277755
"7862","GID4_seq347","GID1_seq475",55,0.965244865718799
"7863","GID4_seq347","GID1_seq490",46.3,0.966869409660107
"7864","GID4_seq347","GID1_seq547",47.4,0.963761467889908
"7865","GID4_seq347","GID2_seq137",36.5,0.967641843971631
"7866","GID4_seq347","GID2_seq139",72.5,0.949930939226519
"7867","GID4_seq347","GID2_seq150",29.7,0.975042016806723
"7868","GID4_seq347","GID2_seq198",626,0.547851209823041
"7869","GID4_seq347","GID2_seq219",71.9,0.951484480431849
"7870","GID4_seq347","GID2_seq276",58.1,0.953182917002417
"7871","GID4_seq347","GID2_seq277",54.5,0.965582570255763
"7872","GID4_seq347","GID2_seq307",28,0.972041937094358
